Isolate name;Standardized name;Isolation;Ecological origins;Geographical origins;HO deletion;Plasmid class;Plasmid CN;Ploidy;Aneuploidies;Zygosity;Total number of SNPs;Proportion of clean heterozygous SNPs (whole dataset);Number of singletons;Mean coverage;Clades;MTA (no distribution);Collection / Provider;Reference
CBS7960;AFD;Factory producing ethanol (sugar cane syrup);Industrial;Sao Paulo, Brazil;yes;A;41;1;euploid;homozygous;25,931;0.0;112;185;3. Brazilian bioethanol ;;CBS collection (Nguyen H.V.);
CBS7963;AHC;Fermenting concentrated syrup (sugar cane);Industrial;Sao Paulo, Brazil;yes;A;39;1;euploid;homozygous;48,580;0.0;61;186;3. Brazilian bioethanol ;;CBS collection (Nguyen H.V.);
M.9.1;BTT;Cachaça;Distillery;Brazil;no;B;5;2;euploid;heterozygous;60,639;39.2;165;188;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
M1.1;APH;Cachaça, Muller Industrial;Distillery;Pirassununga, Sao Paulo, Brazil;no;B;24;2;euploid;heterozygous;59,578;35.9;77;207;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
M.14.1;BTV;Cachaça;Distillery;Brazil;no;B;11;2;euploid;heterozygous;60,250;37.6;87;214;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
RP.10.4;BVA;Bioethanol;Bioethanol;Brazil;no;B;14;2;euploid;heterozygous;60,841;39.5;281;247;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.9.4.BR2;CMT;Bioethanol;Bioethanol;Brazil;no;C;106;2;euploid;heterozygous;56,241;29.2;35;115;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.8.7.BR1;CNG;Bioethanol;Bioethanol;Brazil;no;C;37;2;euploid;heterozygous;60,821;39.5;44;212;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SA.1.5.;CNK;Bioethanol;Bioethanol;Brazil;no;B;14;2;euploid;heterozygous;57,724;29.5;114;349;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
VF8_(6);APG;Bioethanol, Sao Joao sugar mill;Bioethanol;Araras, Sao Paulo, Brazil;no;B;15;1;euploid;homozygous;48,006;0.0;69;263;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SA.9.3.VR1;CNM;Bioethanol;Bioethanol;Brazil;no;B;9;2;euploid;heterozygous;61,093;41.3;103;202;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SA.9.4.BR2;CNP;Bioethanol;Bioethanol;Brazil;no;B;10;2;euploid;heterozygous;58,538;37.1;91;164;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SA.10.1.VR4;CNR;Bioethanol;Bioethanol;Brazil;no;B;17;2;euploid;heterozygous;59,740;39.7;85;220;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
RP.10.13;BVB;Bioethanol;Bioethanol;Brazil;no;B;10;2;euploid;heterozygous;63,401;46.3;236;249;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.8.8.CVR1;CNI;Bioethanol;Bioethanol;Brazil;no;B;6;2;euploid;heterozygous;61,424;37.8;131;289;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.8.8.BL1;CNH;Bioethanol;Bioethanol;Brazil;no;A;4;2;euploid;heterozygous;61,846;39.3;114;241;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.9.4.BR1;BVH;Bioethanol;Bioethanol;Brazil;no;B;10;2;euploid;heterozygous;58,661;46.3;5;71;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SA.9.4.VL4;CNN;Bioethanol;Bioethanol;Brazil;no;B;18;2;euploid;heterozygous;64,402;48.2;8;194;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.8.7.L9;CNF;Bioethanol;Bioethanol;Brazil;no;B;9;2;euploid;heterozygous;66,088;49.5;3;219;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.8.2.C13;CNB;Bioethanol;Bioethanol;Brazil;no;B;32;2;euploid;heterozygous;66,666;50.0;5;311;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.9.4.BL2;BVG;Bioethanol;Bioethanol;Brazil;no;B;14;2;euploid;heterozygous;66,469;49.7;5;263;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.8.7.L8;CNE;Bioethanol;Bioethanol;Brazil;no;B;107;2;euploid;heterozygous;65,319;48.8;4;188;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SA.9.2.BL3;CNL;Bioethanol;Bioethanol;Brazil;no;B;10;2;"aneu;+1*3;";heterozygous;66,852;50.0;7;320;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.9.1.AL1;BVD;Bioethanol;Bioethanol;Brazil;no;B;5;2;euploid;homozygous;51,003;0.0;2;225;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.9.2.BR3(L);BVF;Bioethanol;Bioethanol;Brazil;no;B;6;2;euploid;heterozygous;63,282;41.2;7;243;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
RP11.4.1;CNS;Bioethanol;Bioethanol;Brazil;no;B;7;2;euploid;heterozygous;61,973;39.7;1;171;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
RP11.4.11;CNT;Bioethanol;Bioethanol;Brazil;no;B;9;2;euploid;heterozygous;62,369;39.6;5;214;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
SM.9.1.BL7;BVE;Bioethanol;Bioethanol;Brazil;no;B;20;1;euploid;homozygous;48,315;0.0;8;254;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
RP11.4.14;CNV;Bioethanol;Bioethanol;Brazil;no;B;20;2;"aneu;+1*6;";heterozygous;57,314;31.0;63;316;3. Brazilian bioethanol ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
CBS4734;AHB;Sugar cane juice;Nature;NA;yes;A;30;1;euploid;homozygous;47,433;0.0;71;213;No data;;CBS collection (Nguyen H.V.);
YJM1250;SACE_YBQ;Sugar cane;Nature;NA;no;A;77;2;euploid;homozygous;47,178;0.0;64;51;No data;;Phaff collection;2
N19-1C;CCL;Exudate of Quercus sp.;Tree;Gelendzhik region, Caucasus, Russia;no;none;0;2;euploid;homozygous;46,806;0.0;2,703;298;4. Mediterranean oak ;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
2162;BBQ;Forest soil, 30C;Soil;Hungary;no;none;0;2;euploid;homozygous;45,547;0.0;18;238;4. Mediterranean oak ;;Instituto de Agroquímica y Tecnología de los Alimentos (IATA)-CSIC (Amparo Querol);
2187;BBS;Forest soil, 30C;Soil;Hungary;no;none;0;2;euploid;homozygous;45,919;0.0;17;327;4. Mediterranean oak ;;Instituto de Agroquímica y Tecnología de los Alimentos (IATA)-CSIC (Amparo Querol);
EXF-7197;BFP;Quercus sp.;Tree;Montenegro;no;none;0;2;euploid;homozygous;45,472;0.0;1,899;231;4. Mediterranean oak ;;University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.);
ZP_567;BTG;Quercus pyrenaica;Tree;Portugal, Castelo de Vide,;no;none;0;2;euploid;homozygous;46,473;0.0;2,386;221;4. Mediterranean oak ;;Faculdade de Ciências e Tecnologia of Universidade NOVA de Lisboa (FCT-NOVA)(José Paulo Sampaio);
sample 50;CLC;Dead tree;Tree;Bordeaux, France;no;none;0;2;"aneu;+2*3;";homozygous;45,668;0.0;6;182;4. Mediterranean oak ;;Schacherer Laboratory;
sample 40;CLB;Tree leaves;Tree;Bordeaux, France;no;none;0;2;euploid;homozygous;45,988;0.0;6;264;4. Mediterranean oak ;;Schacherer Laboratory;
sample 33;CLD;Flower;Flower;Bordeaux, France;no;A;1;2;"aneu;+2*3;";homozygous;45,922;0.0;39;224;4. Mediterranean oak ;;Schacherer Laboratory;
CBS420;AQM;Stracchino cheese;Dairy;Italy;no;none;0;2;"aneu;+1*9;+1*16;";heterozygous;65,641;19.2;1,647;145;5. French dairy ;;CBS collection (Nguyen H.V.);
EXF-7145;BFN;Quercus robur;Tree;Serbia;no;none;0;2;"aneu;+1*10;";heterozygous;48,250;39.6;1,104;49;5. French dairy ;;University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.);
368428S;BME;Human;Human;RVI Newcastle, UK;no;none;0;3;"aneu;+1*9;";heterozygous;96,403;66.0;6,964;325;5. French dairy ;;National Collection of Yeast Cultures (NCYC)(Stephen A James, Donald Mackenzie and Ian Roberts);
CBS2421;ARS;Japanese kefyr grains;Nature;NA;no;none;0;2;"aneu;+1*1;";heterozygous;66,561;36.0;2,073;115;5. French dairy ;;CBS collection (Nguyen H.V.);
CBS2246;ARN;Sputum;Human, clinical;Netherlands;no;none;0;3;euploid;heterozygous;82,868;48.1;6,789;202;5. French dairy ;;CBS collection (Nguyen H.V.);
CLIB560;BGM;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;71,621;29.2;349;255;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB562;BGP;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;67,376;32.8;295;74;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
EXF-5871;BFH;Homemade cheese;Dairy;Slovenia;no;none;0;2;euploid;heterozygous;73,794;35.8;1,911;258;5. French dairy ;;University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.);
CLIB564;BGR;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;"aneu;+1*12;";heterozygous;74,328;34.4;918;219;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB630;ASN;Dairy cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;75,239;38.4;96;248;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB558;BGK;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;75,031;39.1;84;242;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB631;BGS;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;"aneu;+1*10;";heterozygous;73,029;36.4;134;235;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB552;BGD;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;70,440;27.1;126;231;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB557;BGI;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;74,022;36.2;84;231;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLQCA_13-023;ALD;Wax on rock surface;Nature;Bolivar, Ecuador;no;none;0;2;euploid;heterozygous;70,912;27.4;483;221;5. French dairy ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
CLIB546;BFS;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;72,707;29.3;191;220;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB550;BGB;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;72,631;28.6;148;218;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB554;BGF;Dairy, brine;Dairy;France;no;none;0;2;euploid;heterozygous;73,587;31.3;30;225;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB555;BGG;Dairy, brine;Dairy;France;no;none;0;2;"aneu;+1*11;";heterozygous;74,436;33.2;23;229;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CBS2272;ARR;Butter milk;Dairy;Delft, Netherlands;no;none;0;2;"aneu;+1*1;+1*3;";heterozygous;66,719;5.4;95;199;5. French dairy ;;CBS collection (Nguyen H.V.);
CLIB547;BFT;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;69,298;13.8;261;208;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB553;BGE;Dairy, raw milk;Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;69,299;12.9;121;225;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB559;BGL;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;74,555;31.8;150;267;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB548;BFV;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;"aneu;+1*11;";heterozygous;74,218;33.3;51;213;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB549;BGA;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;73,861;32.0;35;224;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB648;BGT;Dairy, whey;Dairy;Alpes, France;no;none;0;2;euploid;heterozygous;71,410;25.8;174;244;5. French dairy ;;CLIB collection (Serge Casaregola);
CLIB649;BGV;Dairy, whey;Dairy;Alpes, France;no;none;0;2;euploid;heterozygous;71,232;26.4;174;205;5. French dairy ;;CLIB collection (Serge Casaregola);
CLIB556;BGH;Dairy, Saint Maure goat's cheese;Dairy;Poitou-Charentes, France;no;none;0;2;euploid;heterozygous;72,003;28.7;132;192;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB561;BGN;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;72,229;28.6;128;309;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB551;BGC;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;74,785;34.9;10;250;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
CLIB563;BGQ;Dairy, cheese (camembert);Dairy;Normandy, France;no;none;0;2;euploid;heterozygous;75,252;35.1;34;305;5. French dairy ;;CLIB collection / Laboratoire de Technologie Laitiere, INA-PG (Serge Casaregola);
malade Boisse;CKV;Unknown;Human, clinical;France;no;none;0;2;euploid;heterozygous;73,873;33.4;98;232;5. French dairy ;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
CBS4456;AFL;Kaffir beer;Beer;South Africa;yes;none;0;1;"aneu;+1*8;";homozygous;58,139;0.0;401;192;6. African beer ;;CBS collection (Nguyen H.V.);
CBS4454;AEN;Kaffir beer;Beer;South Africa;no;none;0;2;"aneu;+1*1;+1*3;+1*4;";heterozygous;67,373;23.7;728;207;6. African beer ;;CBS collection (Nguyen H.V.);
CBS4455;ASC;Kaffir beer;Beer;South Africa;no;none;0;3;"aneu;+1*1;";heterozygous;77,037;43.7;1,864;240;6. African beer ;;CBS collection (Nguyen H.V.);
A-6;ANL;Sorghum beer;Beer;Ghana;no;none;0;4;euploid;heterozygous;86,350;50.0;6,635;207;6. African beer ;;The Royal Veterinary and Agricultural University (Lene Jespersen);14
A-18;ANM;Sorghum beer;Beer;Ghana;no;none;0;4;euploid;heterozygous;85,165;48.8;5,570;211;6. African beer ;;The Royal Veterinary and Agricultural University (Lene Jespersen);14
CH02;AVN;Pearl millet beer;Beer;Abengourou, Ivory Coast;no;none;0;4;euploid;heterozygous;86,031;47.4;6,659;292;6. African beer ;;Université de Lyon (Michel Aigle);15
CH06;AVP;Pearl millet beer;Beer;Abengourou, Ivory Coast;no;none;0;5;"aneu;-1*14;";heterozygous;88,917;51.6;380;204;6. African beer ;;Université de Lyon (Michel Aigle);15
CH10;AVQ;Pearl millet beer;Beer;Abengourou, Ivory Coast;no;none;0;5;"aneu;+1*4;";heterozygous;90,003;52.0;376;220;6. African beer ;;Université de Lyon (Michel Aigle);15
CH11;AVR;Pearl millet beer;Beer;Abengourou, Ivory Coast;no;none;0;5;"aneu;-1*15;";heterozygous;90,171;52.5;475;218;6. African beer ;;Université de Lyon (Michel Aigle);15
CH14;AVS;Pearl millet beer;Beer;Abengourou, Ivory Coast;no;none;0;5;"aneu;+1*12;+1*13;";heterozygous;91,561;53.6;465;244;6. African beer ;;Université de Lyon (Michel Aigle);15
CH13;AVT;Pearl millet beer;Beer;Abengourou, Ivory Coast;no;none;0;5;"aneu;+1*2;+1*5;";heterozygous;90,019;51.9;360;229;6. African beer ;;Université de Lyon (Michel Aigle);15
CLIB651;BEK;Beer leaven for Bili Bili beer, brewery;Beer;Chad;no;none;0;4;euploid;heterozygous;74,975;35.9;234;242;6. African beer ;;CLIB collection (Serge Casaregola);
CLIB653;BEM;Beer leaven for Bili Bili beer, brewery;Beer;Chad;no;none;0;4;euploid;heterozygous;75,405;36.5;418;217;6. African beer ;;CLIB collection (Serge Casaregola);
CLIB650;BEI;Bili Bili beer, brewery;Beer;Chad;no;none;0;3;euploid;heterozygous;69,615;28.1;35;261;6. African beer ;;CLIB collection (Serge Casaregola);
CLIB654;BEN;Beer leaven for Bili Bili beer, brewery;Beer;Chad;no;none;0;3;euploid;heterozygous;69,397;28.2;34;231;6. African beer ;;CLIB collection (Serge Casaregola);
CLIB655;BHA;Beer leaven for Bili Bili beer, brewery;Beer;Chad;no;A;3;3;euploid;heterozygous;69,408;28.1;18;223;6. African beer ;;CLIB collection (Serge Casaregola);
MAJ_G;BDN;Plant material;Nature;Majunga, Madagascar;no;none;0;2;euploid;heterozygous;66,059;7.7;7,223;200;6. African beer ;;National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts);
N26-1-10:7-5(a);CES;Maize dough;Bakery;Ghana;no;none;0;2;"aneu;-1*1;";homozygous;61,039;0.0;1,180;143;6. African beer ;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
N34:2-4(a);CER;Maize dough;Bakery;Ghana;no;none;0;2;euploid;homozygous;62,005;0.0;1,239;229;6. African beer ;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
N134:7-1(a);CET;Maize dough;Bakery;Ghana;no;none;0;2;"aneu;-1*9;";homozygous;61,876;0.0;1,284;232;6. African beer ;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
DBVPG1848;BPI;Tecc;Unknown;Ethiopia;no;none;0;2;"aneu;+1*1;+1*12;";heterozygous;71,062;49.3;267;174;No data;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
DBVPG1895;BPN;Grape must treated with pesticides;Wine;Italy;no;A;35;2;euploid;heterozygous;70,544;45.8;211;218;No data;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
YJM1463;SACE_YDB;White Tecc;Unknown;Africa;no;A;117;2;euploid;homozygous;56,625;0.0;121;184;No data;;;2
CBS422a;AAB;Beer;Beer;Odessa, Ukraine;yes;A;32;1;euploid;homozygous;46,688;0.0;400;206;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
NCYC_88;CBN;Ale strain;Beer;UK;no;A;34;2;euploid;homozygous;47,679;0.0;443;229;7. Mosaic beer ;;National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts);
CBS7539;AQG;Turbid beer;Beer;Plovdiv, Bulgaria;no;B;89;2;euploid;heterozygous;54,822;26.9;893;221;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
6.2_WLP570;CFF;Carlsberg Beer;Beer;Belgium;no;A;76;2;euploid;heterozygous;59,242;38.3;926;254;7. Mosaic beer ;;Carlsberg;
CBS7371;AFB;Brewery;Beer;UK;yes;A;26;1;euploid;homozygous;48,529;0.0;232;224;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
CBS6503;AFA;Brewery;Beer;UK;no;A;27;2;"aneu;-1*16;";homozygous;47,264;0.0;295;203;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
CBS6505;AFP;Brewery (Killer strain responsible for death of brewing yeast);Beer;UK;no;A;57;2;euploid;heterozygous;48,355;0.5;213;243;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
CBS7957;AQH;Factory producing cassava flour;Industrial;Sao Paulo, Brazil;no;A;289;3;"aneu;+1*3;";heterozygous;62,227;77.0;537;220;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
YJM193;SACE_YAB;Unknown;Distillery;NA;no;A;28;2;euploid;homozygous;49,322;0.0;105;42;7. Mosaic beer ;;Phaff collection;2
CLIB382_1b;AAR;Beer;Beer;Ireland;yes;A;27;1;euploid;homozygous;48,456;0.0;20;216;7. Mosaic beer ;;CLIB collection;1
CBS7958;AEA;Factory producing cassava flour;Industrial;Sao Paulo, Brazil;yes;A;2;1;euploid;homozygous;48,312;0.0;3;209;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
DBVPG6590;BRM;Alcohol production tank;Distillery;Brazil;no;A;19;1;euploid;homozygous;48,201;0.0;7;211;7. Mosaic beer ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
CBS1782;AEQ;Super-attenuated beer;Beer;Japan;yes;A;3;1;euploid;homozygous;48,790;0.0;15;227;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
YJM271;SACE_YAG;Brewery;Beer;NA;no;A;58;2;euploid;homozygous;48,209;0.0;20;52;7. Mosaic beer ;;Phaff collection;2
CLIB272_2;AAQ;Beer;Beer;USA;yes;A;33;1;euploid;homozygous;47,515;0.0;457;165;7. Mosaic beer ;;CLIB collection / Charles University, Prague, Czech Republic (Vondrejs V.);1
CBS4255;ASB;Sputum;Human, clinical;NA;no;A;55;2;euploid;heterozygous;63,288;46.4;1,010;247;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
CBS382;APP;Beer;Beer;Brazil, Rio de Janeiro;no;B;129;3;"aneu;+1*9;+1*10;+1*12;";heterozygous;61,961;36.0;1,728;230;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
1175;CPD;Spoiled beer;Beer;NA;no;A;194;2;"aneu;+1*8;";heterozygous;53,692;13.5;1,013;230;7. Mosaic beer ;;Instituto de Agroquímica y Tecnología de los Alimentos (IATA)-CSIC (Amparo Querol);
CBS1463;AIG;Beer;Beer;NA;yes;A;29;1;euploid;homozygous;47,777;0.0;529;172;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
CBS1398;ARE;Leaf of Eucalyptus sp.;Tree;NA;no;A;35;2;"aneu;+1*2;+1*3;+1*6;+4*9;+1*12;+1*14;+1*15;";heterozygous;58,511;27.4;708;244;7. Mosaic beer ;;CBS collection (Nguyen H.V.);
YJM1478;SACE_YDD;Kefyr;Fermentation;Missouri, USA;no;A;50;2;euploid;homozygous;51,763;0.0;218;331;7. Mosaic beer ;;;2
CBS7993;AFQ;Fresh water;Water;Rio de Janeiro, Tijuca National Forest, Cushvara River, Brazil;yes;A;22;1;euploid;homozygous;52,097;0.0;295;243;M2. Mosaic region 2 ;;CBS collection (Nguyen H.V.);
UFRJ_50613-2D(a);CDM;Cushvara river;Water;Rio de Janeiro, Brazil;no;A;20;2;euploid;homozygous;50,869;0.0;212;260;M2. Mosaic region 2 ;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
YJM1383;SACE_YCF;Coconut;Fruit;Philippines;no;A;127;2;euploid;homozygous;47,877;0.0;536;392;M2. Mosaic region 2;;Phaff collection;2
